Latitude,Longitude
48.94650744,-120.1041558
39.27208937,-74.84736127
32.01538374,-100.0741466
45.60323686,-109.8930554
40.78783418,-98.65300809
44.10687553,-119.5858811
42.40834274,-104.9948204
30.48492991,-88.81119324
34.91531833,-89.83251665
44.91283993,-121.7568295
36.54284135,-117.0811493
45.89561374,-100.5049139
38.17055477,-118.4849751
36.46616556,-76.266495
41.17022708,-96.18489903
33.78721893,-79.64215466
46.70786189,-108.2361384
34.79163292,-106.8965618
41.17993614,-94.15407918
46.06383611,-90.85744256
30.56271551,-84.83634227
41.13990459,-88.88923203
44.86931624,-94.20577267
37.11613392,-108.8631416
44.65243697,-93.73388847
43.46365488,-113.7372594
28.53635732,-100.2164312
48.05666378,-107.9080328
43.83006869,-101.5498921
36.95318715,-92.31713148
45.65911751,-118.0154337
36.01508651,-80.19386021
44.01581502,-73.8768451
39.90005394,-92.65747919
43.28030128,-76.51697157
44.98059588,-100.4399455
38.94886976,-104.1412535
41.17453115,-107.2916825
45.39353952,-69.61547388
26.5631959,-81.76572831
43.10323416,-122.2531765
48.42748432,-112.7122096
41.48859383,-114.0929446
44.903389,-88.15763787
46.53360417,-111.8580452
41.91732131,-101.0578127
42.55464931,-85.5573147
33.14308016,-115.7566568
33.35962044,-86.91630293
37.35918526,-91.30431981
39.66474605,-115.2170789
36.92797007,-90.77380293
40.93941068,-76.76255267
35.89839748,-92.54955675
47.49547142,-109.0873707
35.84416282,-118.0887086
40.46336514,-111.9174996
43.24526304,-114.4089793
46.44566364,-94.70012171
34.04036883,-106.9293412
34.13868739,-108.0798016
38.43578325,-122.8613508
38.10280994,-109.6480799
39.27318128,-88.96287474
44.87911763,-68.41563844
44.54994634,-103.3035672
41.67791912,-103.7055109
34.46545874,-98.58387832
48.26206288,-109.5761562
42.0933311,-78.48915286
29.46681929,-95.81390987
45.92547027,-117.953546
37.40811002,-112.434792
42.73793884,-89.94170469
39.25591461,-105.3866947
40.28781989,-101.4623849
40.75123826,-88.39762579
46.06823133,-68.53870037
42.59012282,-99.76734862
36.21250339,-80.42999361
47.8214136,-101.183737
42.89057833,-100.1069214
30.69503367,-98.81184997
44.72722033,-94.20618657
45.90693886,-67.8644186
47.24816096,-111.7841401
40.64040094,-91.67438313
33.80858249,-112.9416838
45.67566929,-106.7747495
40.29740725,-90.77277408
45.796743,-117.9632521
27.54524125,-81.75142154
39.38639414,-120.8401552
43.20392239,-91.07666074
37.80776619,-119.511225
48.58387287,-101.6779142
36.81788129,-89.57689353
41.36739303,-83.03951405
42.16497082,-79.5730532
34.00704103,-106.6924505
44.65501942,-117.8602142
39.99882896,-116.1912302
45.73320328,-108.4632136
44.5206892,-95.26404121
33.06371324,-102.2401587
42.94543251,-72.42601849
31.80852601,-81.19098945
36.62765589,-112.5309074
48.08871537,-112.7617558
48.00534714,-91.79905263
40.17049709,-117.1003815
45.3924197,-94.51950242
35.15740882,-116.6001434
35.51565996,-78.74040813
45.75264558,-107.7570158
39.88673714,-111.7201328
42.14181109,-119.1450315
29.8631345,-91.00481549
40.34319446,-99.33485681
47.35954539,-114.4044295
37.28318835,-121.5265271
47.15274883,-91.76199271
30.80685907,-100.9265375
38.75370233,-109.8067803
36.23825627,-99.82329543
39.14564716,-120.4984608
46.30332488,-114.1139394
46.98435528,-112.1936648
45.27651904,-117.296505
37.47633949,-106.7662204
29.10561323,-82.55937611
48.29255308,-103.895389
39.34037209,-110.1959732
40.42774883,-96.677741
39.80140012,-102.3318289
42.44014223,-123.0531714
48.8239166,-115.5053827
43.39182278,-119.6656542
39.18426372,-115.8906314
43.71806524,-84.22554091
36.56854584,-121.4326874
42.89067205,-73.21077504
47.49960278,-99.7488614
39.98807974,-118.3104818
33.22275314,-94.68483534
33.31893456,-93.84987162
30.20970427,-99.11459318
40.88150367,-87.27718789
33.94408835,-83.41427311
34.53614277,-113.3761754
41.51644561,-115.6721243
47.84510619,-104.3943448
36.97423453,-99.94520651
40.36690852,-81.37508833
42.7477522,-102.0738195
40.48672043,-78.44233873
31.85643403,-89.56080077
32.72203463,-87.49659506
43.63436522,-122.8045403
34.68310089,-112.1165555
42.32271185,-113.0288414
44.55821936,-69.21589367
42.01678317,-107.7134056
45.74390152,-99.79567726
37.90879055,-90.25770762
36.61622642,-94.4042154
30.68910581,-85.86745976
35.59683305,-98.81834823
40.39623297,-112.5047549
35.02189087,-108.1815395
48.53071053,-118.980022
34.35404123,-110.7408549
35.27493102,-91.38628444
45.89172061,-87.58466796
37.27434874,-91.53448829
44.49716237,-96.84985384
39.25457059,-107.9668994
35.51356086,-86.26921116
41.47832145,-84.09387008
31.82199273,-111.0283564
32.45297753,-100.3313967
34.55260106,-92.65767002
43.30190129,-102.0618964
47.335225,-117.4479589
33.0754536,-89.37900592
37.45634864,-106.5368261
44.72918801,-92.07723841
38.35385626,-80.89137431
46.65110864,-97.80547666
36.6476245,-100.2999842
38.06563293,-107.8026069
44.68864524,-99.06722683
34.0707337,-105.443248
43.35231676,-73.10056392
41.84616376,-98.40851809
34.23251151,-79.42512845
48.80910435,-115.8955394
36.09056421,-92.33968557
43.92541585,-121.8609757
48.46161342,-120.9136442
42.90780028,-123.9601006
47.47715282,-92.12998957
40.86805498,-116.0722819
46.13717864,-103.563735
39.38955787,-119.941155
34.19764695,-90.59667966
48.45944988,-94.93284205
35.77007476,-112.152127
39.90379365,-120.2768662
48.3794274,-102.9424354
36.60574068,-76.82745813
32.16620734,-101.6915314
37.59427735,-93.81193204
30.85222076,-101.8126857
35.01275398,-82.3092381
39.75401646,-97.060193
33.03835734,-114.3717977
39.90307348,-105.815919
36.12166587,-109.7285574
48.93733427,-111.9617249
40.9568819,-109.9603211
31.85823235,-99.95759027
38.52032809,-83.19984979
43.63235115,-96.10838952
40.48613226,-111.0656042
48.07235464,-114.7769344
40.45852927,-79.03703564
42.05869415,-89.61953668
41.37612055,-74.41707531
46.32185963,-116.7539031
38.90512192,-103.591055
45.01993435,-115.202953
29.6643907,-85.13423847
36.54608542,-79.01593145
48.79622906,-121.286996
42.24471067,-78.07340718
41.69942131,-114.2594927
40.17818042,-110.0861066
42.3028383,-89.85385593
45.25134682,-100.9403063
37.72326571,-97.17735853
38.08065641,-77.68744846
33.64562485,-84.73569125
34.21988957,-82.2471525
34.76594634,-89.20383494
44.72375488,-119.454071
46.40778659,-118.2192989
36.08233787,-84.98226689
45.32718674,-117.5455053
39.41176919,-117.0076013
38.89898664,-112.7927176
33.44745212,-107.8757961
26.54722243,-97.59029696
37.35334692,-118.9925521
32.55344303,-102.6951591
46.39968431,-92.90611422
35.26550692,-105.2063911
39.3595197,-106.275189
48.93954561,-110.9824543
40.76279452,-99.84670822
42.91049596,-113.5299505
44.57031692,-116.0103337
45.6682486,-122.8839257
45.30185832,-122.2273266
35.11491976,-110.0179586
38.19152533,-80.61192706
45.68689845,-90.69261384
47.66420593,-121.221793
42.20963924,-118.9224842
32.13872067,-100.8125769
38.29931539,-109.3422713
31.25659286,-104.4272994
34.20525205,-106.2720882
45.33055923,-113.6508191
30.33912618,-92.00347944
32.6963221,-95.08893016
46.93406153,-112.1587751
33.20964199,-111.1035551
36.25255515,-88.30632548
37.2788691,-98.85645269
34.76752655,-98.36581329
48.16030749,-109.972129
38.41030058,-117.8044492
45.49261339,-121.3786959
38.3320118,-109.206729
35.4198313,-110.2276738
48.05314532,-98.1088173
37.98584501,-101.3615735
42.74131426,-112.5261823
31.35474611,-89.87272358
39.30095557,-82.78613496
38.97917898,-88.74856612
37.78106045,-109.8635013
41.39313555,-94.58759793
44.76431944,-109.7822319
38.32212749,-118.1267168
35.38367446,-117.2375901
46.30105073,-103.4136766
40.97273842,-94.24159867
29.88437404,-99.42506928
31.4194326,-91.19700205
47.72120069,-114.5967032
41.79631159,-102.7750467
37.43088895,-88.55700345
33.87915222,-105.1031673
48.03465374,-116.5200721
36.40357065,-113.9286781
44.52437793,-104.5437278
35.68392642,-100.4059318
40.05012802,-105.2168408
47.17557999,-119.911665
47.3898642,-120.9443429
39.12712357,-92.24523218
34.61352334,-97.98699928
34.34162713,-94.81125659
25.44049065,-80.43087458
34.76389414,-107.9694363
41.55288392,-83.32775039
39.7534826,-91.36101991
39.4039816,-78.95023061
42.06046476,-120.2209999
46.06473337,-85.25071615
29.50494505,-102.8202978
47.51285184,-92.49955399
39.91110375,-74.26065791
33.12860137,-102.9067896
47.86012114,-99.31293603
39.19059615,-84.70067205
44.53432375,-116.0687189
41.05617286,-86.63310357
36.85763178,-117.6982886
43.86245375,-107.6481256
46.30481087,-123.377225
44.4589652,-99.99310708
30.68284065,-104.6431061
35.94465716,-83.80580613
39.5144049,-86.70064399
31.17058802,-105.7172718
42.07508731,-99.99468139
47.34307144,-88.22919473
48.7364274,-100.8096558
46.03961156,-104.6891241
46.33973275,-94.66057178
46.16716027,-118.3965502
44.91615913,-111.291379
43.53698971,-100.4958271
37.01873109,-83.31079381
43.5352567,-89.7783722
39.96969337,-83.84810265
46.78208182,-92.59215063
41.40105028,-83.06011056
31.4757634,-105.6382365
39.71258882,-110.797773
43.69595082,-108.829921
41.75044632,-98.5924433
43.04475641,-115.4463418
44.8629435,-67.77690541
43.54015175,-83.82623848
44.34761294,-123.5672203
46.87969647,-99.29776415
29.95584311,-99.26810097
44.9324583,-99.48956745
41.98480114,-77.36665343
36.71101968,-119.3385583
40.77126364,-75.54584468
33.94409352,-106.2947036
43.61458446,-114.8952615
38.32259509,-85.64797935
40.54028355,-106.370322
42.10541034,-108.3125114
46.22269896,-107.0043344
34.93113718,-120.3549688
47.23778369,-121.5320367
43.73484796,-100.8179722
36.62543714,-105.0130949
43.13290751,-117.4070528
42.12858146,-79.21703104
42.37546994,-77.63535086
37.18594247,-83.65498586
38.48749049,-75.42012882
33.81742525,-82.97333114
32.02337718,-98.95545934
44.94545808,-120.989738
41.63022011,-98.03635403
34.36409397,-87.57772546
32.25386255,-102.759775
39.25842054,-111.1333339
34.53081565,-93.07926664
29.63297667,-100.8272189
31.69022857,-92.66984184
32.72222993,-100.2903819
39.78790243,-80.285974
48.76990862,-112.9086263
42.51580491,-93.86462133
37.21655256,-104.9971692
46.78551222,-123.6304463
47.27643198,-97.77401798
35.36052818,-96.52167249
47.41468638,-104.0311871
39.82386508,-88.40280581
42.82022818,-96.83078322
36.93425285,-76.81646788
34.03945433,-88.713265
38.93254641,-96.8085672
37.52055129,-108.174686
34.4627374,-105.0559207
48.80353335,-111.9601299
36.01378758,-79.38521946
36.28498122,-81.91659024
35.47564916,-97.41203518
47.70687341,-105.7072142
39.71932606,-79.59367129
43.43228539,-72.88037658
34.70177938,-114.4484279
39.88479862,-81.94657891
30.93156122,-99.01486934
40.53988682,-108.5030844
43.15599115,-92.69707246
37.61116366,-77.71412666
45.61571046,-110.8435314
47.37245158,-97.97503167
38.12215896,-89.90043436
36.76977326,-116.2345104
33.37141529,-96.98814495
44.42409219,-115.8907807
39.75098157,-76.90499028
46.08732267,-123.4035545
30.26718067,-103.7406316
36.67340611,-92.37804348
34.67702672,-83.68639404
35.64366956,-79.4870269
41.4370221,-105.3318375
40.92769752,-86.56706765
47.75399475,-90.64713916
33.40656406,-116.8279678
44.05089485,-112.4082396
41.91038376,-99.75529709
44.75460884,-68.41386117
37.269179,-101.5526256
31.8864459,-95.36804248
28.41194807,-98.65289872
37.9974531,-100.2312845
33.7872677,-85.8491449
32.33132558,-107.7044303
42.49251847,-95.32912609
35.29513042,-105.9741425
45.23682075,-98.51239077
42.08472786,-108.4715966
41.81294503,-113.3013427
39.67617618,-84.13574474
42.75814099,-102.7548446
48.88099589,-117.4229716
36.05582474,-83.69435413
35.84518695,-116.9221661
44.47878611,-72.06949057
45.27828039,-96.81019831
43.2025468,-94.24840129
40.93118083,-105.0692875
33.22909346,-91.81041291
43.2879109,-96.02681402
42.65793477,-94.72106077
41.7506947,-98.81913972
40.68154979,-77.69558609
43.44083678,-119.5291131
36.50917132,-90.46455289
43.56839831,-112.30686
33.32320765,-93.90740847
35.74872611,-118.5636735
35.43973293,-80.92779957
37.98748882,-102.1797808
35.91054577,-96.22159479
31.21073088,-87.36354379
36.88271336,-77.24779134
35.94818299,-91.87214785
32.40913391,-95.31974377
42.40059542,-123.1953617
42.31030813,-110.8099245
36.69489215,-86.94936904
32.44146037,-107.248445
47.95239436,-94.07130662
42.41443743,-97.88827492
43.22174568,-103.691552
44.52651042,-106.4487563
32.23813546,-92.63445207
42.88395223,-95.10928951
40.39626588,-98.12816314
36.96907111,-105.650787
41.96458508,-78.19135019
40.70005438,-93.14148294
32.68792875,-83.70106368
37.39088152,-104.2655695
41.60203646,-94.64312088
48.96493616,-111.6584041
43.28882135,-124.2503386
42.0762416,-85.99725949
43.05709262,-121.1668951
38.60737998,-79.74401471
31.95144317,-102.3020985
33.02326301,-83.85780904
38.12422062,-87.0128569
36.80526845,-92.42649045
41.09681158,-105.822991
35.28480564,-120.7345839
30.23781952,-94.42946563
33.43493748,-100.97702
33.13921456,-117.0552008
44.8222751,-93.72068083
37.66405803,-120.7086394
43.5537016,-89.58302019
33.97566816,-105.1555236
45.07808783,-105.567117
46.2321366,-115.1274715
40.98756615,-90.33606621
35.29813847,-105.3173599
37.9271586,-106.5787848
31.50421886,-88.30793424
45.36686515,-106.6720172
42.79721598,-71.61289254
48.83765783,-96.21283365
35.87086518,-76.31719544
44.68485058,-117.3266572
34.76633189,-92.05639187
46.36258481,-93.86373134
35.03741761,-99.24472613
35.23531033,-103.0154159
47.61873275,-110.3269128
41.7427198,-107.5099307
43.30363746,-101.9032309
28.59486227,-98.6336001
30.13523115,-103.8195999
38.55295741,-79.30254306
35.28942055,-77.70560136
41.25440585,-122.4138212
39.79468583,-88.53090668
33.58425022,-91.37561888
44.21819174,-70.01860632
37.20769212,-118.4632581
36.66042313,-84.54309172
33.28746082,-117.3209591
38.26946313,-85.45270346
33.50910277,-105.0475272
44.84290791,-99.50505816
35.35388419,-93.77554313
32.83836075,-83.8473202
47.52722405,-102.4058488
35.91022777,-82.66125437
44.502398,-111.48215
40.15028067,-78.93619289
38.82226783,-82.32856934
32.72413719,-96.25893612
33.8075309,-103.1984788
48.51269876,-117.3817537
45.63242158,-92.46171937
45.78649556,-123.8967407
29.57086572,-92.27318132
36.73304179,-79.81580031
48.37626259,-100.2490441
40.65332872,-95.18469896
35.73651038,-83.44396132
46.89749187,-117.1619515
46.54954847,-88.68282239
37.49109371,-81.50721098
30.32441825,-94.61529188
37.46429712,-87.0221146
32.62063239,-92.02471306
35.95818768,-87.33212425
43.77622812,-118.1502869
46.66216291,-91.84112435
48.22514523,-110.9124221
25.91555419,-81.30188499
35.40600703,-117.7571744
36.98904569,-88.46647834
47.74846907,-92.7908897
45.63953956,-113.1041363
38.24959644,-118.6687764
48.43717551,-112.8021574
39.80019535,-105.3043107
32.1103701,-98.18764415
32.48499689,-99.09943522
28.08675969,-81.17166249
40.99316808,-92.46237766
38.67301212,-118.399064
33.48728008,-86.66663279
46.67145546,-92.67193166
43.17875427,-76.3267243
38.66242506,-81.29055172
31.71677062,-96.96873347
30.36701458,-95.07473379
43.27067477,-116.7070601
40.18080962,-92.01916006
27.37183219,-82.40213134
34.71273509,-86.06382917
40.22559719,-108.8624516
34.29505039,-115.1815105
35.56860568,-87.85199501
39.75152651,-85.24442818
44.59958392,-98.58364513
40.55544582,-91.87017016
45.20817518,-116.7607629
37.92794298,-77.9893388
41.17885863,-107.9136513
41.53207202,-122.3786751
38.61048255,-121.0181341
32.70848931,-89.96620513
32.72862456,-84.03116116
44.44818486,-94.28763852
46.10092402,-123.0217904
44.24803783,-101.5195869
37.5842294,-105.3894245
39.38581782,-120.5112483
44.48133749,-121.7235711
30.19437305,-97.7610799
33.09372058,-112.8334601
37.57973518,-122.3830937
33.57897595,-95.86488069
38.20256079,-79.84392265
27.92358292,-98.14132306
39.2109855,-87.36346488
29.05062773,-95.88212998
36.83060354,-79.4008292
37.98874157,-94.03456237
36.70837647,-87.9586325
35.07030815,-102.0533825
38.21065941,-82.35615479
47.1073334,-117.7144694
33.0183431,-95.20166058
32.41956594,-110.8349888
43.2427517,-88.263876
35.32160521,-94.78970269
31.00154547,-98.39714095
32.9201338,-116.0271913
34.99439619,-104.4610862
35.50739022,-85.40331851
39.51634179,-96.97550234
44.65357075,-96.59050313
47.44695515,-112.3603858
41.4149402,-102.4053517
39.9323604,-99.92941969
42.46844438,-73.72681791
48.29266762,-118.9735022
44.52477987,-105.9871377
32.20993131,-91.17161906
41.27579994,-112.6848189
36.49533361,-119.6999014
43.71434823,-75.25885458
40.37673388,-76.87574515
30.96553998,-82.79410999
45.51867488,-107.6699858
33.15076924,-94.01196503
39.86313263,-81.96545751
34.1338969,-98.2817755
44.5586078,-89.90978724
42.13157497,-115.3623835
44.11622669,-89.0171975
46.93899596,-110.1118464
43.22352817,-103.878779
45.0620061,-119.7116003
40.99991696,-97.56229576
34.75655684,-108.9518844
46.51003615,-105.4885565
44.90114857,-104.1977822
32.98945083,-102.822079
42.63805424,-121.0410565
35.73038227,-80.80882329
45.40521511,-105.8990614
44.55724227,-93.01108392
34.93363857,-89.81774934
48.97299794,-104.0008298
39.98196924,-92.59270534
47.13059446,-120.3056414
40.64067482,-104.6556191
41.92629098,-75.18014392
42.95652126,-121.826439
37.01641501,-76.39829614
42.28613534,-123.2791168
36.87146823,-92.46961574
40.17357448,-77.38296237
29.93440952,-82.20039586
36.29904669,-87.08561779
44.59252614,-101.8344463
37.568763,-121.0391253
29.53053921,-82.22172105
41.90646197,-101.1726692
33.14595109,-108.0568294
45.91539629,-97.07684101
36.2493543,-93.19141959
32.34996236,-87.58738559
48.98978264,-114.8488977
40.14074281,-91.00349566
47.04616405,-88.90583166
39.14920964,-77.56201433
37.23590208,-84.47606809
36.41387728,-113.0539565
34.61388345,-115.6144334
31.52742119,-108.4802762
41.38342984,-80.36920792
45.63899797,-90.97416741
38.33515389,-103.8281195
33.92690787,-115.9174513
45.06881923,-84.79563532
33.56111951,-90.81995804
41.5919086,-114.7336863
33.3925361,-93.78098093
32.89707988,-104.9829372
39.48583181,-119.4308547
41.80641304,-80.98253225
46.91595933,-88.9686206
43.71721033,-119.8512765
34.97674462,-104.7458948
39.75601748,-96.88989176
45.85731903,-95.38110429
42.83494803,-90.43556053
48.2931223,-115.3782015
40.15825266,-103.3275894
39.43753684,-76.96712332
40.20427724,-90.48064994
45.91341273,-70.04084986
43.33933799,-99.85645156
43.6870506,-122.8606445
45.22136317,-97.26626187
48.42426147,-98.81959056
40.99259043,-81.81345651
43.63226291,-94.13922528
34.19179841,-81.68082516
40.82206666,-74.46812193
42.7090808,-117.0859862
45.46633469,-111.4402695
35.79526222,-104.6398552
38.65485484,-99.18126172
37.9568986,-90.47414701
44.37934785,-88.8334028
28.51809668,-82.19643039
36.52156752,-107.9372651
37.72932608,-82.92492232
28.34828862,-98.40885553
34.79416634,-112.5340452
33.74184175,-90.14107578
35.95226667,-91.45735059
43.46363845,-122.3875696
46.28613758,-116.3362989
30.43058187,-95.6612828
34.05663109,-105.3635754
30.37949957,-101.0291654
41.27199677,-88.00409616
42.143046,-112.6911085
35.9737977,-98.71292487
38.26263055,-80.88277263
39.8021667,-118.6426601
36.20923652,-107.3982802
46.93508189,-119.6743043
34.70438212,-101.9933305
47.39753188,-110.4104902
44.83143368,-83.53316708
45.41858078,-89.22293382
33.18520864,-110.204755
44.44262801,-97.02874127
45.14522,-97.15352191
40.56937596,-87.96678358
42.8596166,-89.72445432
36.45058563,-84.09772881
47.56548176,-97.62281975
33.3193183,-80.93621248
40.50407996,-86.89675832
36.42645892,-90.41404414
44.40805573,-97.05107572
35.14618837,-98.26809781
35.65404587,-107.6311126
43.66739112,-117.2816373
48.05691506,-91.15011005
37.28567522,-84.39274985
40.22599959,-79.33095225
33.63557451,-80.2332474
32.49901988,-93.6600378
44.45367268,-91.46654733
34.76440599,-84.25732351
36.13896509,-120.7143383
42.83662913,-85.07307514
34.4403787,-82.46455114
36.84471254,-91.42964561
46.18446555,-113.0647997
30.57129771,-88.39092985
47.31373334,-114.7916516
34.6626502,-104.7956344
34.21859533,-110.9749283
43.3308043,-84.96192496
32.76269275,-106.1037866
42.03291193,-109.0472215
38.78331932,-78.7996463
37.52187553,-87.28661504
45.29683838,-103.8179473
31.43058154,-98.62464024
32.56771447,-99.66502443
42.8364139,-88.08620927
31.81559926,-85.22853073
42.4826725,-109.3701497
38.14259619,-94.5911809
42.26078037,-83.46051086
41.66718957,-112.0611697
31.61156086,-104.6790033
42.47395128,-76.25394615
38.3886421,-118.6871405
30.41573624,-86.64887209
43.45785453,-74.13147048
37.57470064,-83.35402962
45.47462448,-120.3224601
32.56467695,-86.89053698
42.07369107,-113.6149237
38.41556647,-110.8811554
35.77328647,-91.2315855
48.50065442,-118.8252993
36.43013265,-97.10534887
33.29212407,-98.96151186
46.03775349,-123.892407
48.49091831,-118.1695379
30.83850154,-101.9777199
32.23845795,-90.5278831
46.16667963,-103.366278
42.69575494,-92.80024091
38.57915638,-81.62354779
35.57267036,-118.128253
43.37477814,-91.88004056
42.80630616,-94.03304913
40.23706273,-81.20682125
38.04619677,-116.1509761
44.46730807,-69.58027316
32.24803263,-80.97915793
33.95221742,-95.3877299
32.85322105,-101.1918415
40.71901679,-103.8376475
32.43321158,-96.77927929
45.61436271,-115.8119661
29.64498719,-100.0169615
27.56673593,-81.57804686
40.67014466,-99.40141662
40.2411125,-78.55526592
42.8869997,-77.28216482
40.33888542,-115.2552781
48.14928594,-113.1759474
40.31055013,-74.29288819
41.81991837,-80.33753987
46.78281308,-102.1696407
39.82632517,-89.7823564
47.05126261,-119.8223955
39.07445675,-82.15856797
41.2587115,-80.87290338
41.17361707,-123.4584457
30.85543884,-83.52088456
44.92266869,-92.39186349
44.67846899,-97.79348532
45.10412512,-97.37326998
45.60870619,-84.79904176
43.26994635,-110.3421153
28.44432068,-98.2231096
39.23033897,-88.06924008
43.63640144,-103.5946183
38.85759358,-118.8100065
40.02563468,-83.89797587
47.98780832,-113.1220671
32.25006255,-108.6376487
35.92395619,-81.20574504
36.17819863,-97.60014483
39.13797469,-106.4500901
29.95369004,-96.00759383
42.68932437,-98.4644121
30.653508,-88.31517807
39.63477599,-91.60814542
37.64779682,-77.63717424
30.45978203,-104.5230669
48.87387594,-118.1284331
41.21525516,-89.64171759
47.04182492,-112.668407
43.35001132,-75.04254661
40.81773641,-105.4341753
42.34866047,-124.0696102
48.10147182,-103.5844225
37.08536641,-77.11792525
35.84567454,-103.2758987
35.38710652,-88.4587319
41.70714762,-88.15669765
40.45874079,-114.827122
44.1208576,-104.6650111
39.5038133,-103.9386513
41.09318161,-122.7476081
44.00930701,-84.47868021
36.09758515,-119.0524858
29.6020957,-91.84304872
45.13072851,-89.81985334
41.14079841,-80.22665585
38.78867249,-94.70338566
43.56609605,-106.3029878
28.01040899,-98.82960334
42.25501885,-75.90177985
39.03957794,-79.22464399
44.86579856,-74.59580951
38.08816711,-95.55953088
48.57161079,-106.7865853
37.16045723,-81.2338754
31.52756524,-108.2500372
40.08977116,-100.9915551
42.29402046,-115.5913169
